application_id,opening_id,applicant_name,application_date,stage,source,demographic,outcome
APP00634,OPEN0035,Patrick Brown,6/4/2021,Applied,LinkedIn,Black,Pending
APP00635,OPEN0035,Allison Rivera,6/15/2021,Applied,LinkedIn,White,Pending
APP00636,OPEN0035,Gabriella Williams,6/3/2021,Applied,LinkedIn,White,Pending
APP00637,OPEN0036,Mrs. Kelsey Williams DDS,12/28/2021,Screen,Indeed,White,Pending
APP00638,OPEN0036,Heather Brown,12/14/2021,Applied,Indeed,Hispanic,Pending
APP00639,OPEN0036,Paul Gomez,1/9/2022,Screen,Indeed,Black,Pending
APP00640,OPEN0036,Gail Weaver,1/3/2022,Applied,Indeed,White,Pending
APP00641,OPEN0036,Tyler Miles,1/4/2022,Applied,Indeed,White,Pending
APP00642,OPEN0036,Dr. Jose Gray,12/26/2021,Applied,Indeed,Black,Pending
APP00643,OPEN0036,Jessica Flores,12/17/2021,Screen,Indeed,White,Pending
APP00644,OPEN0036,Nathan Wright,12/26/2021,Applied,Indeed,White,Pending
APP00645,OPEN0036,Lori Daugherty,12/20/2021,Screen,Indeed,Asian,Pending
APP00646,OPEN0036,Cynthia Mcfarland,1/1/2022,Interview,Indeed,Asian,Pending
APP00647,OPEN0036,Barbara Sanchez,12/15/2021,Screen,Indeed,White,Pending
APP00648,OPEN0036,Christine Alvarez,12/26/2021,Applied,Indeed,White,Pending
APP00649,OPEN0036,Gina Humphrey,12/26/2021,Screen,Indeed,Hispanic,Pending
APP00650,OPEN0036,Colleen Shields,12/31/2021,Interview,Indeed,White,Pending
APP00651,OPEN0036,Alicia Fox,1/2/2022,Applied,Indeed,White,Pending
APP00652,OPEN0036,Michael Monroe,12/18/2021,Screen,Indeed,White,Pending
APP00653,OPEN0036,Kimberly Daniels,12/25/2021,Screen,Indeed,Black,Pending
APP00654,OPEN0037,Joshua Stout,10/4/2021,Screen,Indeed,Black,Pending
APP00655,OPEN0037,Jessica Hines,10/5/2021,Screen,Indeed,White,Pending
APP00656,OPEN0037,Dr. Heather Boone MD,10/26/2021,Applied,Indeed,White,Pending
APP00657,OPEN0037,Patricia Maynard,10/4/2021,Applied,Indeed,White,Pending
APP00658,OPEN0037,Ryan Oconnor Jr.,10/14/2021,Interview,Indeed,Asian,Pending
APP00659,OPEN0037,James Bates,10/26/2021,Interview,Indeed,Asian,Pending
APP00660,OPEN0037,Mrs. Christina Morales,10/31/2021,Applied,Indeed,White,Pending
APP00661,OPEN0037,Phillip Smith,10/17/2021,Interview,Indeed,Hispanic,Pending
APP00662,OPEN0037,Jason Tanner,10/13/2021,Screen,Indeed,White,Pending
APP00663,OPEN0037,Teresa Mccoy,10/30/2021,Applied,Indeed,Black,Pending
APP00664,OPEN0037,Lacey Becker,10/26/2021,Interview,Indeed,White,Pending
APP00665,OPEN0037,Cynthia Kim,10/6/2021,Interview,Indeed,Black,Pending
APP00666,OPEN0037,John Martinez,10/15/2021,Offer,Indeed,White,Pending
APP00667,OPEN0037,Patrick Schmitt,10/17/2021,Screen,Indeed,White,Pending
APP00668,OPEN0037,Jonathan Morgan,10/12/2021,Applied,Indeed,White,Pending
APP00669,OPEN0037,Nathan Norris,10/28/2021,Applied,Indeed,Asian,Pending
APP00670,OPEN0037,Dennis Stanton,10/4/2021,Hired,Indeed,White,Hired
APP00671,OPEN0037,Rachel Delgado,10/20/2021,Applied,Indeed,White,Pending
APP00672,OPEN0037,Juan Fox,10/5/2021,Screen,Indeed,Black,Pending
APP00673,OPEN0037,Karen Simon,10/16/2021,Interview,Indeed,Black,Pending
APP00674,OPEN0037,Jeffrey Thomas,10/14/2021,Screen,Indeed,White,Pending
APP00675,OPEN0038,Tanya Casey,5/14/2022,Interview,LinkedIn,White,Pending
APP00676,OPEN0038,Jonathan Simon,5/22/2022,Applied,LinkedIn,White,Pending
APP00677,OPEN0038,Pamela Olson,5/17/2022,Screen,LinkedIn,Black,Pending
APP00678,OPEN0038,Brandon Lucas,5/25/2022,Applied,LinkedIn,Black,Pending
APP00679,OPEN0038,Mr. Joel Castro,5/10/2022,Applied,LinkedIn,White,Pending
APP00680,OPEN0038,Donna Patel,5/21/2022,Screen,LinkedIn,White,Pending
APP00681,OPEN0038,Jesse Williams,5/11/2022,Applied,LinkedIn,Hispanic,Pending
APP00682,OPEN0038,Kristin Ortega,5/30/2022,Applied,LinkedIn,White,Pending
APP00683,OPEN0039,Nathan Hendricks,12/28/2021,Interview,Indeed,White,Pending
APP00684,OPEN0039,Carolyn Baker,12/25/2021,Screen,Indeed,Black,Pending
APP00685,OPEN0039,Abigail Harris,12/25/2021,Screen,Indeed,White,Pending
APP00686,OPEN0039,Amanda Graham,12/17/2021,Screen,Indeed,White,Pending
APP00687,OPEN0039,Richard Paul,1/9/2022,Applied,Indeed,White,Pending
APP00688,OPEN0039,Jennifer Vincent,12/31/2021,Screen,Indeed,Asian,Pending
APP00689,OPEN0039,Brianna Lucas,1/9/2022,Interview,Indeed,White,Pending
APP00690,OPEN0039,Anthony Carter,12/30/2021,Interview,Indeed,White,Pending
APP00691,OPEN0039,David Foster,12/31/2021,Screen,Indeed,Asian,Pending
APP00692,OPEN0039,Donald Trevino,12/31/2021,Interview,Indeed,White,Pending
APP00693,OPEN0039,Nicholas Porter,12/13/2021,Screen,Indeed,White,Pending
APP00694,OPEN0039,Thomas King,12/27/2021,Interview,Indeed,White,Pending
APP00695,OPEN0039,Charles Sanchez,12/21/2021,Applied,Indeed,White,Pending
APP00696,OPEN0039,Robert Cox,1/10/2022,Hired,Indeed,White,Hired
APP00697,OPEN0039,Mitchell Wilson,12/13/2021,Screen,Indeed,White,Pending
APP00698,OPEN0039,Kimberly Gibson,12/30/2021,Screen,Indeed,White,Pending
APP00699,OPEN0039,Robin Villarreal,1/11/2022,Interview,Indeed,White,Pending
APP00700,OPEN0039,Matthew Price,12/19/2021,Screen,Indeed,White,Pending
APP00701,OPEN0039,Randy Shaw,1/8/2022,Screen,Indeed,White,Pending
APP00702,OPEN0039,Katherine Burke,12/21/2021,Screen,Indeed,Asian,Pending
APP00703,OPEN0039,Brendan Norris,12/23/2021,Interview,Indeed,White,Pending
APP00704,OPEN0039,Christopher Mcdonald,12/22/2021,Applied,Indeed,White,Pending
APP00705,OPEN0039,Veronica Rogers,12/31/2021,Interview,Indeed,Black,Pending
APP00706,OPEN0039,Mr. Chris Hamilton MD,12/18/2021,Applied,Indeed,Black,Pending
APP00707,OPEN0039,Joshua Washington,1/8/2022,Interview,Indeed,White,Pending
APP00708,OPEN0039,Laura Thomas,1/5/2022,Applied,Indeed,Asian,Pending
APP00709,OPEN0039,Pamela Gonzales,12/15/2021,Applied,Indeed,White,Pending
APP00710,OPEN0039,Antonio Arroyo,12/22/2021,Screen,Indeed,White,Pending
APP00711,OPEN0040,Elizabeth Howard,6/7/2023,Screen,Indeed,White,Pending
APP00712,OPEN0040,Nancy Miller,6/3/2023,Applied,Indeed,White,Pending
APP00713,OPEN0040,John Lee MD,5/31/2023,Applied,Indeed,White,Pending
APP00714,OPEN0040,Mr. Brian Perez,5/16/2023,Applied,Indeed,Hispanic,Pending
APP00715,OPEN0040,Matthew Lee,5/26/2023,Applied,Indeed,White,Pending
APP00716,OPEN0040,Stacey Meyer,5/24/2023,Applied,Indeed,White,Pending
APP00717,OPEN0040,Tonya Thomas,5/19/2023,Screen,Indeed,White,Pending
APP00718,OPEN0040,Robert Vaughn,6/13/2023,Screen,Indeed,Black,Pending
APP00719,OPEN0040,Chelsea Cross,5/25/2023,Applied,Indeed,Black,Pending
APP00720,OPEN0040,Kayla Yang,6/14/2023,Applied,Indeed,White,Pending
APP00721,OPEN0040,Cheryl Romero,5/29/2023,Screen,Indeed,Hispanic,Pending
APP00722,OPEN0040,Bridget Tucker,5/30/2023,Applied,Indeed,Black,Pending
APP00723,OPEN0041,Michael Small,6/15/2018,Screen,Company Website,Asian,Pending
APP00724,OPEN0041,Heidi Barber,7/2/2018,Offer,Company Website,White,Pending
APP00725,OPEN0041,Melanie Shields,6/10/2018,Screen,Company Website,White,Pending
APP00726,OPEN0041,Aaron Mitchell,6/7/2018,Interview,Company Website,White,Pending
APP00727,OPEN0041,Daniel Allen,6/15/2018,Screen,Company Website,White,Pending
APP00728,OPEN0041,Kelly King,6/20/2018,Interview,Company Website,White,Pending
APP00729,OPEN0041,Karen Carr,6/26/2018,Interview,Company Website,Asian,Pending
APP00730,OPEN0041,Catherine Austin,6/20/2018,Screen,Company Website,White,Pending
APP00731,OPEN0041,Desiree Rich,6/9/2018,Screen,Company Website,Black,Pending
APP00732,OPEN0041,Catherine Sims,6/24/2018,Screen,Company Website,Asian,Pending
APP00733,OPEN0041,Juan Henry,6/30/2018,Interview,Company Website,Black,Pending
APP00734,OPEN0041,Melissa Clark,7/5/2018,Screen,Company Website,White,Pending
APP00735,OPEN0041,Chad Fox,7/5/2018,Applied,Company Website,Asian,Pending
APP00736,OPEN0041,Robert Fields,6/25/2018,Screen,Company Website,White,Pending
APP00737,OPEN0041,Lacey Clark,6/16/2018,Applied,Company Website,Black,Pending
APP00738,OPEN0041,Mrs. Joan Travis MD,6/25/2018,Interview,Company Website,White,Pending
APP00739,OPEN0041,Deanna Brewer,7/1/2018,Interview,Company Website,White,Pending
APP00740,OPEN0041,Casey Wade,6/29/2018,Interview,Company Website,White,Pending
APP00741,OPEN0041,Richard Barrett,6/9/2018,Applied,Company Website,Black,Pending
APP00742,OPEN0041,Lawrence Holt,6/21/2018,Applied,Company Website,White,Pending
APP00743,OPEN0041,Dylan Young,6/7/2018,Applied,Company Website,White,Pending
APP00744,OPEN0042,Mary Barry,5/4/2019,Screen,Company Website,Asian,Pending
APP00745,OPEN0042,Michael James,4/30/2019,Applied,Company Website,Hispanic,Pending
APP00746,OPEN0042,Kimberly Sutton,5/22/2019,Interview,Company Website,White,Pending
APP00747,OPEN0042,John Taylor,5/26/2019,Interview,Company Website,White,Pending
APP00748,OPEN0042,Micheal Randolph,5/27/2019,Applied,Company Website,White,Pending
APP00749,OPEN0042,Maria Burgess,5/26/2019,Applied,Company Website,Black,Pending
APP00750,OPEN0042,Joshua Bell,5/3/2019,Interview,Company Website,White,Pending
APP00751,OPEN0042,Nancy Bryan,5/27/2019,Screen,Company Website,Black,Pending
APP00752,OPEN0042,Courtney Morales,5/13/2019,Offer,Company Website,Asian,Pending
APP00753,OPEN0042,Angelica Clements,5/9/2019,Applied,Company Website,Black,Pending
APP00754,OPEN0042,Dr. Stephen Miller,5/13/2019,Applied,Company Website,Black,Pending
APP00755,OPEN0042,Julie Valenzuela,5/19/2019,Applied,Company Website,Black,Pending
APP00756,OPEN0042,Samantha Lopez,4/28/2019,Applied,Company Website,White,Pending
APP00757,OPEN0042,Abigail Boyer,5/11/2019,Applied,Company Website,White,Pending
APP00758,OPEN0042,Brent Wells,5/25/2019,Screen,Company Website,White,Pending
APP00759,OPEN0042,Michael Mitchell,5/24/2019,Applied,Company Website,Asian,Pending
APP00760,OPEN0042,Ann Brown,5/2/2019,Screen,Company Website,White,Pending
APP00761,OPEN0042,Denise Martinez,5/10/2019,Applied,Company Website,Asian,Pending
APP00762,OPEN0043,Andrew Roberts,3/27/2019,Screen,LinkedIn,White,Pending
APP00763,OPEN0043,Emily Davis,4/22/2019,Offer,LinkedIn,White,Pending
APP00764,OPEN0043,Mr. Chad Hill,4/12/2019,Interview,LinkedIn,White,Pending
APP00765,OPEN0043,Amanda Hall,4/5/2019,Offer,LinkedIn,White,Pending
APP00766,OPEN0043,Adriana Schroeder,4/20/2019,Applied,LinkedIn,White,Pending
APP00767,OPEN0043,Gavin Nichols,3/25/2019,Applied,LinkedIn,White,Pending
APP00768,OPEN0043,Angela Johnson,4/7/2019,Screen,LinkedIn,White,Pending
APP00769,OPEN0043,Philip Williams,4/2/2019,Screen,LinkedIn,Asian,Pending
APP00770,OPEN0043,Jessica Patterson,4/12/2019,Applied,LinkedIn,White,Pending
APP00771,OPEN0043,Laura Carlson,4/6/2019,Applied,LinkedIn,White,Pending
APP00772,OPEN0043,Nicholas Parks,4/3/2019,Screen,LinkedIn,White,Pending
APP00773,OPEN0043,Elizabeth Gardner,4/1/2019,Screen,LinkedIn,White,Pending
APP00774,OPEN0043,Michael Parrish,3/30/2019,Screen,LinkedIn,Hispanic,Pending
APP00775,OPEN0043,Elaine Lewis,3/29/2019,Screen,LinkedIn,Asian,Pending
APP00776,OPEN0043,Jennifer Davis,4/7/2019,Applied,LinkedIn,Asian,Pending
APP00777,OPEN0043,Mark Price,4/23/2019,Screen,LinkedIn,White,Pending
APP00778,OPEN0043,Patrick Reid,4/1/2019,Screen,LinkedIn,White,Pending
APP00779,OPEN0043,Nicholas Harris,4/1/2019,Screen,LinkedIn,White,Pending
APP00780,OPEN0043,Tyler Edwards,4/10/2019,Applied,LinkedIn,Asian,Pending
APP00781,OPEN0043,David Cherry,3/25/2019,Applied,LinkedIn,White,Pending
APP00782,OPEN0044,Chelsea Nelson,6/2/2020,Screen,Company Website,White,Pending
APP00783,OPEN0044,Anne Davis,5/11/2020,Applied,Company Website,White,Pending
APP00784,OPEN0044,Heather Huerta,5/20/2020,Screen,Company Website,White,Pending
APP00785,OPEN0044,Rebekah Miller,5/27/2020,Interview,Company Website,White,Pending
APP00786,OPEN0044,Mary Price,6/5/2020,Screen,Company Website,White,Pending
APP00787,OPEN0044,Wendy Villa DDS,6/2/2020,Applied,Company Website,White,Pending
APP00788,OPEN0044,Sarah Mason,5/10/2020,Applied,Company Website,Black,Pending
APP00789,OPEN0044,Christine Bell,6/4/2020,Screen,Company Website,White,Pending
APP00790,OPEN0044,Joseph Stewart,5/24/2020,Offer,Company Website,White,Pending
APP00791,OPEN0044,Marilyn Roberts,5/24/2020,Applied,Company Website,Hispanic,Pending
APP00792,OPEN0044,Danielle Carr,5/26/2020,Interview,Company Website,White,Pending
APP00793,OPEN0044,Joseph Mccall,6/3/2020,Screen,Company Website,White,Pending
APP00794,OPEN0044,Vanessa Carpenter,5/13/2020,Applied,Company Website,White,Pending
APP00795,OPEN0044,Ryan Huber,5/12/2020,Screen,Company Website,Asian,Pending
APP00796,OPEN0044,Dr. Steven Ramirez,5/10/2020,Offer,Company Website,White,Pending
APP00797,OPEN0044,Rebekah Hill,6/4/2020,Screen,Company Website,Asian,Pending
APP00798,OPEN0044,Jennifer Carter,5/16/2020,Applied,Company Website,White,Pending
APP00799,OPEN0044,Kelly Thomas,5/19/2020,Hired,Company Website,White,Hired
APP00800,OPEN0044,Jillian Curtis,5/16/2020,Applied,Company Website,White,Pending
APP00801,OPEN0044,Michael Valdez,6/4/2020,Applied,Company Website,White,Pending
APP00802,OPEN0044,Joseph Murphy,5/26/2020,Applied,Company Website,White,Pending
APP00803,OPEN0044,Alicia Diaz,6/3/2020,Interview,Company Website,White,Pending
APP00804,OPEN0044,Michele Phillips,5/19/2020,Applied,Company Website,White,Pending
APP00805,OPEN0045,Natalie Scott,5/22/2022,Applied,Referral,Black,Pending
APP00806,OPEN0045,Brian Simpson,5/30/2022,Screen,Referral,White,Pending
APP00807,OPEN0045,Tiffany Hogan,5/28/2022,Applied,Referral,White,Pending
APP00808,OPEN0045,Rodney Taylor,6/10/2022,Applied,Referral,Hispanic,Pending
APP00809,OPEN0045,James Tucker,5/24/2022,Applied,Referral,White,Pending
APP00810,OPEN0045,Kristina Heath,6/13/2022,Screen,Referral,Asian,Pending
APP00811,OPEN0045,Tanya Woodard,5/18/2022,Interview,Referral,White,Pending
APP00812,OPEN0045,Sean Hudson,6/6/2022,Applied,Referral,White,Pending
APP00813,OPEN0045,Amanda Rose,5/17/2022,Interview,Referral,White,Pending
APP00814,OPEN0045,Allen Oconnor,6/12/2022,Applied,Referral,White,Pending
APP00815,OPEN0045,Wendy Massey,6/11/2022,Screen,Referral,Hispanic,Pending
APP00816,OPEN0045,Amy Harrison,6/8/2022,Screen,Referral,Asian,Pending
APP00817,OPEN0045,Brittany Allen,5/21/2022,Applied,Referral,Asian,Pending
APP00818,OPEN0045,Dr. Michael Vaughn,6/2/2022,Applied,Referral,Black,Pending
APP00819,OPEN0045,Christina Mclean,6/2/2022,Interview,Referral,Hispanic,Pending
APP00820,OPEN0045,Robert Yates,6/7/2022,Interview,Referral,Hispanic,Pending
APP00821,OPEN0045,Shannon Mitchell,5/22/2022,Applied,Referral,White,Pending
APP00822,OPEN0046,Brenda Dawson,7/14/2021,Screen,LinkedIn,White,Pending
APP00823,OPEN0046,William Velazquez,7/7/2021,Offer,LinkedIn,White,Pending
APP00824,OPEN0046,Mr. Justin Fisher,6/19/2021,Interview,LinkedIn,Black,Pending
APP00825,OPEN0046,Mercedes Ellis DDS,6/17/2021,Offer,LinkedIn,White,Pending
APP00826,OPEN0046,David Wilson,6/28/2021,Screen,LinkedIn,White,Pending
APP00827,OPEN0046,Elizabeth Hernandez,6/16/2021,Applied,LinkedIn,White,Pending
APP00828,OPEN0046,Alexander Harrington,6/24/2021,Interview,LinkedIn,White,Pending
APP00829,OPEN0046,Heather Burch,6/28/2021,Applied,LinkedIn,Black,Pending
APP00830,OPEN0046,Edgar Armstrong,7/6/2021,Applied,LinkedIn,White,Pending
APP00831,OPEN0046,Matthew Duarte,7/13/2021,Screen,LinkedIn,Asian,Pending
APP00832,OPEN0046,Andrew Sellers,6/27/2021,Screen,LinkedIn,Hispanic,Pending
APP00833,OPEN0046,Michael Lee,7/10/2021,Screen,LinkedIn,White,Pending
APP00834,OPEN0046,Brian Wells,6/17/2021,Applied,LinkedIn,White,Pending
APP00835,OPEN0046,Christina Wolfe,6/20/2021,Interview,LinkedIn,White,Pending
APP00836,OPEN0046,James Taylor,7/8/2021,Applied,LinkedIn,White,Pending
APP00837,OPEN0046,David Freeman,6/21/2021,Applied,LinkedIn,White,Pending
APP00838,OPEN0046,Donna Wilson,6/30/2021,Interview,LinkedIn,White,Pending
APP00839,OPEN0046,James Foster,6/21/2021,Applied,LinkedIn,White,Pending
APP00840,OPEN0046,Benjamin Marks,6/21/2021,Applied,LinkedIn,White,Pending
APP00841,OPEN0046,Amanda Johnson,6/18/2021,Interview,LinkedIn,Asian,Pending
APP00842,OPEN0047,Allison Johnson,10/12/2021,Offer,LinkedIn,White,Pending
APP00843,OPEN0047,David Gonzalez,10/3/2021,Interview,LinkedIn,Black,Pending
APP00844,OPEN0047,Jasmine White,10/1/2021,Screen,LinkedIn,Asian,Pending
APP00845,OPEN0047,Jodi Morrison,9/16/2021,Applied,LinkedIn,Black,Pending
APP00846,OPEN0047,Michelle Suarez,10/10/2021,Applied,LinkedIn,Hispanic,Pending
APP00847,OPEN0047,Julie Johnson,10/13/2021,Applied,LinkedIn,White,Pending
APP00848,OPEN0047,Megan Joseph,9/25/2021,Applied,LinkedIn,Hispanic,Pending
APP00849,OPEN0047,Kimberly Thomas,9/24/2021,Screen,LinkedIn,Black,Pending
APP00850,OPEN0047,Cynthia Waller,9/21/2021,Applied,LinkedIn,White,Pending
APP00851,OPEN0047,Ryan Mills,10/4/2021,Screen,LinkedIn,White,Pending
APP00852,OPEN0047,Sandra Roy,10/3/2021,Screen,LinkedIn,Black,Pending
APP00853,OPEN0047,William Chavez,9/20/2021,Interview,LinkedIn,White,Pending
APP00854,OPEN0047,Jason Hughes,9/21/2021,Applied,LinkedIn,White,Pending
APP00855,OPEN0047,Nicole Henry,9/19/2021,Offer,LinkedIn,White,Pending
APP00856,OPEN0047,James Thomas,9/29/2021,Applied,LinkedIn,Asian,Pending
APP00857,OPEN0047,Michael Smith,9/20/2021,Hired,LinkedIn,White,Hired
APP00858,OPEN0047,Cathy Harris,9/21/2021,Screen,LinkedIn,Black,Pending
APP00859,OPEN0047,Jasmine Henry,9/25/2021,Offer,LinkedIn,Asian,Pending
APP00860,OPEN0048,Frances Jenkins,3/2/2019,Applied,LinkedIn,Hispanic,Pending
APP00861,OPEN0048,Edward Edwards,3/2/2019,Applied,LinkedIn,White,Pending
APP00862,OPEN0048,Andrew Miller,2/10/2019,Applied,LinkedIn,Black,Pending
APP00863,OPEN0048,Blake Daniel,2/11/2019,Applied,LinkedIn,White,Pending
APP00864,OPEN0048,James Mclaughlin,2/24/2019,Applied,LinkedIn,White,Pending
APP00865,OPEN0048,Nancy Williams,2/13/2019,Applied,LinkedIn,White,Pending
APP00866,OPEN0048,Christopher Ramsey,2/7/2019,Applied,LinkedIn,White,Pending
APP00867,OPEN0048,Christopher Skinner,2/19/2019,Applied,LinkedIn,Hispanic,Pending
APP00868,OPEN0048,Benjamin Sanchez,3/4/2019,Screen,LinkedIn,White,Pending
APP00869,OPEN0048,Brad Ray,2/20/2019,Screen,LinkedIn,White,Pending
APP00870,OPEN0048,Shelly Wilson,3/3/2019,Applied,LinkedIn,Asian,Pending
APP00871,OPEN0048,Anthony Strong,2/6/2019,Applied,LinkedIn,White,Pending
APP00872,OPEN0048,Nathan Oneill,2/7/2019,Applied,LinkedIn,White,Pending
APP00873,OPEN0048,Destiny Clarke,2/4/2019,Applied,LinkedIn,Asian,Pending
APP00874,OPEN0048,Kevin Harmon,2/13/2019,Applied,LinkedIn,Black,Pending
APP00875,OPEN0048,Robert Ray,2/16/2019,Applied,LinkedIn,White,Pending
APP00876,OPEN0048,Kelly Johnson,2/14/2019,Applied,LinkedIn,White,Pending
APP00877,OPEN0049,Kristin Gonzalez,4/26/2018,Applied,LinkedIn,Hispanic,Pending
APP00878,OPEN0049,James Sherman,4/29/2018,Screen,LinkedIn,Asian,Pending
APP00879,OPEN0049,Blake Boone,5/18/2018,Offer,LinkedIn,White,Pending
APP00880,OPEN0049,Jonathan Flores,5/2/2018,Interview,LinkedIn,White,Pending
APP00881,OPEN0049,Judy Brown,4/28/2018,Applied,LinkedIn,White,Pending
APP00882,OPEN0049,Levi Miller,5/4/2018,Screen,LinkedIn,White,Pending
APP00883,OPEN0049,Mary Flowers,5/6/2018,Applied,LinkedIn,White,Pending
APP00884,OPEN0049,Eric Robinson,5/7/2018,Applied,LinkedIn,Black,Pending
APP00885,OPEN0049,Jeffery King,5/5/2018,Applied,LinkedIn,White,Pending
APP00886,OPEN0049,Tiffany Watson,5/2/2018,Screen,LinkedIn,Black,Pending
APP00887,OPEN0049,Devon Robinson,5/15/2018,Applied,LinkedIn,White,Pending
APP00888,OPEN0049,Adrienne Pratt,5/22/2018,Screen,LinkedIn,White,Pending
APP00889,OPEN0049,Hector Diaz,4/29/2018,Applied,LinkedIn,Hispanic,Pending
APP00890,OPEN0050,Amanda Young,11/6/2020,Screen,LinkedIn,White,Pending
APP00891,OPEN0050,Linda Lopez,11/23/2020,Screen,LinkedIn,White,Pending
APP00892,OPEN0050,Kimberly Villegas,11/6/2020,Applied,LinkedIn,Black,Pending
APP00893,OPEN0050,Charles Stokes,10/30/2020,Applied,LinkedIn,Asian,Pending
APP00894,OPEN0050,Lauren Norris,11/7/2020,Screen,LinkedIn,White,Pending
APP00895,OPEN0050,Kevin Gonzalez,11/2/2020,Applied,LinkedIn,Hispanic,Pending
APP00896,OPEN0050,Debra Williams,10/30/2020,Screen,LinkedIn,White,Pending
APP00897,OPEN0050,Brad Moore,11/9/2020,Interview,LinkedIn,White,Pending
APP00898,OPEN0050,Melissa Frazier,11/8/2020,Applied,LinkedIn,Asian,Pending
APP00899,OPEN0050,David Rivera,11/12/2020,Interview,LinkedIn,White,Pending
APP00900,OPEN0050,Kelli Smith,11/12/2020,Screen,LinkedIn,White,Pending
APP00901,OPEN0050,Jeremy Mclaughlin,11/16/2020,Offer,LinkedIn,White,Pending
APP00902,OPEN0050,Amber Fuentes,11/6/2020,Applied,LinkedIn,Hispanic,Pending
APP00903,OPEN0050,Jordan Baird,11/5/2020,Applied,LinkedIn,Asian,Pending
APP00904,OPEN0050,Debra Walker,11/7/2020,Applied,LinkedIn,Black,Pending
APP00905,OPEN0050,Rebecca Patrick,11/17/2020,Applied,LinkedIn,White,Pending
APP00906,OPEN0050,Lori Smith,11/2/2020,Offer,LinkedIn,Asian,Pending
APP00907,OPEN0050,Jessica Hicks,11/14/2020,Applied,LinkedIn,White,Pending
APP00908,OPEN0050,Tiffany Nichols,11/10/2020,Screen,LinkedIn,Hispanic,Pending
APP00909,OPEN0050,Paul Oconnor,11/16/2020,Applied,LinkedIn,White,Pending
APP00910,OPEN0050,Bruce Hart,11/25/2020,Offer,LinkedIn,White,Pending
APP00911,OPEN0051,Samuel Mclean,4/15/2018,Applied,Campus,Hispanic,Pending
APP00912,OPEN0051,Douglas Stevenson,3/21/2018,Applied,Campus,Hispanic,Pending
APP00913,OPEN0051,Kevin Morrison,4/10/2018,Screen,Campus,White,Pending
APP00914,OPEN0051,Elaine Sullivan,3/24/2018,Applied,Campus,Hispanic,Pending
APP00915,OPEN0051,Valerie Cooper,3/31/2018,Applied,Campus,Black,Pending
APP00916,OPEN0051,James Stanton,4/11/2018,Applied,Campus,White,Pending
APP00917,OPEN0051,Gregory Luna,3/26/2018,Applied,Campus,Black,Pending
APP00918,OPEN0051,Robert Flores,3/20/2018,Applied,Campus,Hispanic,Pending
APP00919,OPEN0051,Timothy Jordan,3/24/2018,Screen,Campus,White,Pending
APP00920,OPEN0051,Teresa Friedman,4/4/2018,Screen,Campus,White,Pending
APP00921,OPEN0052,Brandon Edwards,3/5/2022,Interview,Indeed,White,Pending
APP00922,OPEN0052,Jose Howell,2/8/2022,Applied,Indeed,White,Pending
APP00923,OPEN0052,Diane Cunningham,2/27/2022,Applied,Indeed,White,Pending
APP00924,OPEN0052,Michele Frazier,2/9/2022,Offer,Indeed,Black,Pending
APP00925,OPEN0052,Andrea Meza,2/8/2022,Applied,Indeed,White,Pending
APP00926,OPEN0052,Raymond Sims,2/16/2022,Applied,Indeed,Black,Pending
APP00927,OPEN0052,Dawn Daniels,2/6/2022,Offer,Indeed,Asian,Pending
APP00928,OPEN0052,Ryan Reed,2/5/2022,Screen,Indeed,Black,Pending
APP00929,OPEN0052,Tonya Cox,3/1/2022,Interview,Indeed,Black,Pending
APP00930,OPEN0052,Tammy Ford,2/12/2022,Applied,Indeed,White,Pending
APP00931,OPEN0052,Mrs. Kara Ross,2/18/2022,Interview,Indeed,Asian,Pending
APP00932,OPEN0052,Steve Fox,2/16/2022,Interview,Indeed,Asian,Pending
APP00933,OPEN0052,Elizabeth Butler,2/4/2022,Applied,Indeed,Asian,Pending
APP00934,OPEN0052,Antonio Williams,2/5/2022,Screen,Indeed,White,Pending
APP00935,OPEN0052,Alan Thompson,3/4/2022,Interview,Indeed,White,Pending
APP00936,OPEN0052,Debra Nixon,2/15/2022,Applied,Indeed,Asian,Pending
APP00937,OPEN0052,Matthew Fisher,3/1/2022,Applied,Indeed,White,Pending
APP00938,OPEN0052,Debra Frye,2/8/2022,Applied,Indeed,Asian,Pending
APP00939,OPEN0052,Jessica Evans,3/5/2022,Interview,Indeed,White,Pending
APP00940,OPEN0052,Shawn Adams,3/5/2022,Screen,Indeed,White,Pending
APP00941,OPEN0052,Jenny Pena,2/22/2022,Screen,Indeed,White,Pending
APP00942,OPEN0053,Christine Ramirez,3/31/2023,Applied,Referral,Asian,Pending
APP00943,OPEN0053,John Davenport,4/15/2023,Applied,Referral,White,Pending
APP00944,OPEN0053,Wendy Middleton,4/13/2023,Interview,Referral,Hispanic,Pending
APP00945,OPEN0053,Amanda Rivera,4/17/2023,Applied,Referral,White,Pending
APP00946,OPEN0053,Shane Brooks,3/28/2023,Offer,Referral,Black,Pending
APP00947,OPEN0053,Kelly Kidd,4/8/2023,Offer,Referral,Asian,Pending
APP00948,OPEN0053,Steven Leach,4/16/2023,Interview,Referral,White,Pending
APP00949,OPEN0053,Dan Fisher,4/7/2023,Applied,Referral,Black,Pending
APP00950,OPEN0053,Neil Miller,4/22/2023,Interview,Referral,Hispanic,Pending
